UUID,Transmitting time,Collecting time,Longitude,Latitude,Altitude,Altitude (Ellipsoid),Speed,North Speed,East Speed,Down Speed,Course,Satellite used,Positioning mode,HorAccuracy,VerAccuracy,GPS time consumption,Data Source,HDOP,VDOP
2c000014a2,2026-06-07T00:33:32.502Z,2026-06-04T01:40:05Z,141.3310592,42.987984,100.9,132.1,0.8,0,0,0,321.1,6,2,-99999.9,-99999.9,3,[2],1.67,2.77
2c000014a2,2026-06-07T00:33:32.505Z,2026-06-04T01:50:07Z,141.3344768,42.9886656,68.5,99.7,0.4,0,0,0,0,7,2,-99999.9,-99999.9,5,[2],1.33,1.75
2c000014a2,2026-06-07T00:33:32.507Z,2026-06-04T02:00:06Z,141.330944,42.9880928,106,137.2,0.3,0,0,0,0,7,2,-99999.9,-99999.9,4,[2],1.3,1.58
2c000014a2,2026-06-07T00:33:32.509Z,2026-06-04T02:10:05Z,141.3339904,42.9884416,74.7,105.9,0.5,0,0,0,219.4,6,2,-99999.9,-99999.9,3,[2],1.63,1.47
2c000014a2,2026-06-07T00:33:32.514Z,2026-06-04T02:20:07Z,141.3344896,42.9887232,73.9,105.1,0.2,0,0,0,0,5,2,-99999.9,-99999.9,5,[2],2.49,3.82
2c000014a2,2026-06-07T00:33:32.55Z,2026-06-04T02:30:10Z,141.3346432,42.9887136,123.2,154.4,0.7,0,0,0,238.2,5,2,-99999.9,-99999.9,8,[2],2.9,4.45
2c000014a2,2026-06-07T00:33:32.553Z,2026-06-04T02:40:35Z,141.3307008,42.987968,79,110.2,0.5,0,0,0,0,3,1,-99999.9,-99999.9,33,[2],1.94,1
2c000014a2,2026-06-07T00:33:32.554Z,2026-06-04T02:50:50Z,141.334784,42.9886944,56.2,87.4,0.1,0,0,0,0,6,2,-99999.9,-99999.9,48,[2],1.43,1.94
2c000014a2,2026-06-07T00:33:32.556Z,2026-06-04T03:00:08Z,141.3346432,42.988752,112.2,143.4,0.7,0,0,0,49,5,2,-99999.9,-99999.9,5,[2],2.5,3.93
2c000014a2,2026-06-07T00:33:32.558Z,2026-06-04T03:10:13Z,141.3306368,42.9877952,102.9,134.1,0.5,0,0,0,50.5,5,2,-99999.9,-99999.9,11,[2],2.39,3.93
2c000014a2,2026-06-07T00:33:32.561Z,2026-06-04T03:20:06Z,141.3309184,42.9879296,97.8,129,3.1,0,0,0,283.2,5,2,-99999.9,-99999.9,3,[2],2.03,2.18
2c000014a2,2026-06-07T00:33:32.564Z,2026-06-04T03:30:10Z,141.3309824,42.9879904,116.8,148,0.7,0,0,0,251.5,5,2,-99999.9,-99999.9,7,[2],2.32,3.93
2c000014a2,2026-06-07T00:33:32.565Z,2026-06-04T03:40:05Z,141.3347072,42.9880608,139.5,170.7,0.6,0,0,0,0,5,2,-99999.9,-99999.9,3,[2],2.35,3.93
2c000014a2,2026-06-07T00:33:32.567Z,2026-06-04T03:50:05Z,141.3348864,42.9883488,83.8,115,0.9,0,0,0,44.6,5,2,-99999.9,-99999.9,3,[2],2.43,3.91
2c000014a2,2026-06-07T00:33:32.568Z,2026-06-04T03:56:08Z,141.3309312,42.9880864,74,105.2,0.5,0,0,0,0,5,2,-99999.9,-99999.9,6,[1],2.5,3.89
2c000014a2,2026-06-07T00:33:32.57Z,2026-06-04T04:00:31Z,141.3311104,42.9880672,116.5,147.7,0,0,0,0,0,10,2,-99999.9,-99999.9,30,[2],0.91,1.11
2c000014a2,2026-06-07T00:33:32.572Z,2026-06-04T04:10:04Z,141.3310848,42.988128,78.4,109.6,0,0,0,0,0,6,2,-99999.9,-99999.9,3,[1],1.81,2.26
2c000014a2,2026-06-07T00:33:32.574Z,2026-06-04T04:20:04Z,141.3369856,42.9887584,127.4,158.6,0.8,0,0,0,0,6,2,-99999.9,-99999.9,3,[1],1.34,1.93
2c000014a2,2026-06-07T00:33:32.616Z,2026-06-04T04:30:04Z,141.337088,42.9886176,115.2,146.4,0.7,0,0,0,0,5,2,-99999.9,-99999.9,3,[1],2.81,3.41
2c000014a2,2026-06-07T00:33:32.618Z,2026-06-04T04:36:04.5Z,141.3311744,42.9879584,106.5,137.7,0.6,0,0,0,0,6,2,-99999.9,-99999.9,3,[1],1.62,2.04
2c000014a2,2026-06-07T00:33:32.62Z,2026-06-04T04:40:04Z,141.3310592,42.9880288,97.5,128.7,0,0,0,0,0,6,2,-99999.9,-99999.9,3,[1],1.37,1.62
2c000014a2,2026-06-07T00:33:32.623Z,2026-06-04T04:44:03Z,141.33536,42.9883264,100.8,132,0.7,0,0,0,55.1,5,2,-99999.9,-99999.9,2,[2],2.83,3.39
2c000014a2,2026-06-07T00:33:32.624Z,2026-06-04T04:46:04Z,141.3351168,42.9882208,75.1,106.3,0.7,0,0,0,15.8,7,2,-99999.9,-99999.9,3,[1],1.23,1.53
2c000014a2,2026-06-07T00:33:32.626Z,2026-06-04T04:50:04Z,141.3354752,42.9881312,84.1,115.3,0.3,0,0,0,0,6,2,-99999.9,-99999.9,3,[2],1.59,1.54
